Coin^^uri,nmo:hasFindspot^^uri,nmo:hasMaterial^^uri**Ma,nmo:hasMint^^uri**Mi,nmo:hasDenomination^^uri**De,nmo:hasMintMark,nmo:hasCountermark,nmo:hasWeight**We,nmo:hasMinDiameter**DMi,nmo:hasMaxDiameter**DMa,nmo:hasDie^^blank**Di,Di__nmo:hasAxis,nmo:hasObverse^^blank**Ob,nmo:hasReverse^^blank**Re,Ob__rdfs:comment,Re__rdfs:comment,Ob__nmo:hasWear**WF,Re__nmo:hasWear**WB,Ob__nmo:hasCorrosion**CF,Re__nmo:hasCorrosion**CB,Ob__nmo:hasLegend,Re__nmo:hasLegend,Ma__hasCertainty^^certainty,Mi__hasCertainty^^certainty,De__hasCertainty^^certainty,We__hasCertainty^^certainty,DMi__hasCertainty^^certainty,DMa__hasCertainty^^certainty,Di__hasCertainty^^certainty,WF__hasCertainty^^certainty,WB__hasCertainty^^certainty,CF__hasCertainty^^certainty,CB__hasCertainty^^certainty
afe:4,gaz:2052314,nm:av,,,,,7.76,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5,gaz:2052314,nm:ae,,,,,5.24,,,,,1,1,,Variante = Ornament unter dem Eber auf der Rs.,,,,,,,,,,,,,,,,,
afe:6,gaz:2052314,nm:ae,,,,,3.79,,,,,,,,,,,,,,,,,,,,,,,,,
afe:7,gaz:2052314,nm:ae,,,,,4.14,,,,,,,,,,,,,,,,,,,,,,,,,
afe:8,gaz:2052314,nm:ae,,,,,4.87,,,,,,,,,,,,,,,,,,,,,,,,,
afe:9,gaz:2052314,nm:ae,,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,
afe:10,gaz:2052314,nm:ae,,,,,3.84,,,,,,,,,,,,,,,,,,,,,,,,,
afe:11,gaz:2052314,nm:ae,,,,,4.93,,,,,,,,,,,,,,,,,,,,,,,,,
afe:12,gaz:2052314,nm:ae,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,
afe:15,gaz:2052314,nm:ae,,,,,3.31,,,,,,,,,,,,,,,,,,,,,,,,,
afe:16,gaz:2052314,nm:ae,,,,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,
afe:17,gaz:2052314,nm:ae,,nm:sestertius,,,18.77,,,,,,,,,,,,,,,,,,,,,,,,,
afe:18,gaz:2052314,nm:ar,,nm:antoninianus,,,2.01,,,,,1,1,bärt. Kopf n. r. m. Strkr.,,,,,,,,,,,,,,,,,,
afe:19,gaz:2052314,nm:ae,,nm:sestertius,,,14.62,,,,,,,,,,,,,,,,,,,,,,,,,
afe:20,gaz:2052314,nm:av,,nm:stater,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,
afe:21,gaz:2052314,nm:ae,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,
afe:22,gaz:2052314,nm:ae,,,,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,
afe:23,gaz:2052314,nm:ae,,,,,4.26,,,,,,,,,,,,,,,,,,,,,,,,,
afe:24,gaz:2052314,nm:ae,,,,,4.69,,,,,,,,,,,,,,,,,,,,,,,,,
afe:26,gaz:2052314,nm:ae,,,,,3.3,,,,,1,1,,Punkt am oberen Abschluss des Bogenornaments.,,,,,,,,,,,,,,,,,
afe:27,gaz:2052314,nm:ar,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,
afe:28,gaz:2052314,nm:ae,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
afe:29,gaz:2052314,nm:ar,,,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,
afe:31,gaz:2052314,nm:ae,,,,,3.38,,,,,,,,,,,,,,,,,,,,,,,,,
afe:182,gaz:2052314,nm:ae,,,,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,
afe:183,gaz:2052314,nm:ae,,,,,4.78,,,,,,,,,,,,,,,,,,,,,,,,,
afe:186,gaz:2052314,nm:ar,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,
afe:191,gaz:2052314,nm:ae,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,
afe:197,gaz:2052314,nm:ae,,,,,2.89,,,,,,,,,,,,,,,,,,,,,,,,,
afe:198,gaz:2052314,nm:ar,,,,,1.23,,,,,,,,,,,,,,,,,,,,,,,,,
afe:199,gaz:2052314,nm:ae,,,,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,
afe:204,gaz:2052314,nm:ar,,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,
afe:210,gaz:2052314,nm:ar,,,,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,
afe:219,gaz:2052314,nm:ae,,,,,4.71,,,,,,,,,,,,,,,,,,,,,,,,,
afe:237,gaz:2052314,nm:ar,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,
afe:238,gaz:2052314,nm:ae,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,
afe:239,gaz:2052314,nm:ae,,,,,4.61,,,,,,,,,,,,,,,,,,,,,,,,,
afe:240,gaz:2052314,nm:ae,,,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,
afe:246,gaz:2052314,nm:ae,,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,
afe:247,gaz:2052314,nm:ae,,,,,4.72,,,,,,,,,,,,,,,,,,,,,,,,,
afe:248,gaz:2052314,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:249,gaz:2052314,nm:ae,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
afe:250,gaz:2052314,nm:ae,,,,,3.77,,,,,,,,,,,,,,,,,,,,,,,,,
afe:251,gaz:2052314,nm:ae,,,,,5.23,,,,,1,1,,Punkt über Lilie.,,,,,,,,,,,,,,,,,
afe:253,gaz:2052314,nm:ae,,,,,4.36,,,,,,,,,,,,,,,,,,,,,,,,,
afe:254,gaz:2052314,nm:ae,,,,,4.02,,,,,,,,,,,,,,,,,,,,,,,,,
afe:255,gaz:2052314,nm:ae,,,,,4.48,,,,,,,,,,,,,,,,,,,,,,,,,
afe:256,gaz:2052314,nm:ar,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,
afe:257,gaz:2052314,nm:ar,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,
afe:303,,nm:av,,nm:quarter-stater,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1678,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1679,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1680,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1681,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1682,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,,"Minerva n. l. m. Blitz u. Speer, r. am Boden Schild. IMPXVCOSXIIIICENSPPP. vgl. RIC 37.",,,,,,,,,,,,,,,,,
afe:1683,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,IMPCAESDOMITAVG-GERMPMTRPVIII.,,,,,,,,,,,,,,,,,,
afe:1684,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1685,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1697,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1698,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1699,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1700,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,,einfaches Füllhorn.,,,,,,,,,,,,,,,,,
afe:1701,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1702,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1832,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1844,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,Drapierung an linker Schulter.,,,,,,,,,,,,,,,,,,
afe:1845,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,m. Ägis.,,,,,,,,,,,,,,,,,,
afe:1846,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,Drapierung an linker Schulter.,,,,,,,,,,,,,,,,,,
afe:1847,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,Drapierung an linker Schulter.,,,,,,,,,,,,,,,,,,
afe:1848,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,Drapierung an linker Schulter.,,,,,,,,,,,,,,,,,,
afe:1849,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,mit Ägis.,,,,,,,,,,,,,,,,,,
afe:1850,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,Drapierung an linker Schulter.,,,,,,,,,,,,,,,,,,
afe:1851,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,Drapierung an linker Schulter.,,,,,,,,,,,,,,,,,,
afe:1852,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,Drapierung an linker Schulter.,,,,,,,,,,,,,,,,,,
afe:1853,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,Drapierung an linker Schulter.,,,,,,,,,,,,,,,,,,
afe:1854,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,Büste mit Ägis.,,,,,,,,,,,,,,,,,,
afe:1855,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,Drapierung an linker Schulter.,,,,,,,,,,,,,,,,,,
afe:1856,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,drapierte Büste.,,,,,,,,,,,,,,,,,,
afe:1857,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,drapierte Büste.,,,,,,,,,,,,,,,,,,
afe:1858,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1859,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,drapierte Büste.,,,,,,,,,,,,,,,,,,
afe:1860,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,drapierte Büste.,,,,,,,,,,,,,,,,,,
afe:1861,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1862,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1863,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1864,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1865,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1866,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1867,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1868,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1869,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1870,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1871,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1901,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1902,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1903,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1904,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1905,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1906,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1907,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1908,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1909,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1910,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1911,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1912,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1913,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1914,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1915,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1916,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1917,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1918,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1919,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1920,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1921,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1922,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1923,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1924,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1925,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1926,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1928,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,ANTONINVS-AVGPIVSPP,,,,,,,,,,,,,,,,,,
afe:1929,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1930,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,"Strack 160.[P. L. Strack, Untersuchungen zur römischen Reichsprägung des zweiten Jahrhunderts. Teil III. Die Reichsprägung zur Zeit des Antoninus Pius. (Stuttgart 1937).]","Strack 160.[P. L. Strack, Untersuchungen zur römischen Reichsprägung des zweiten Jahrhunderts. Teil III. Die Reichsprägung zur Zeit des Antoninus Pius. (Stuttgart 1937).]",,,,,,,,,,,,,,,,,
afe:1931,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1932,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1933,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1934,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1935,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1937,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1938,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1939,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1941,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1942,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1943,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1944,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1945,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1946,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:1947,gaz:2138050,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2170,,nm:ar,nm:rome,nm:denarius,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2171,,nm:ar,nm:rome,nm:denarius,,,3.21,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2172,,nm:ar,nm:rome,nm:denarius,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2173,,nm:ar,nm:rome,nm:denarius,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2174,,nm:ar,nm:rome,nm:denarius,,,3.17,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2175,,nm:ar,nm:rome,nm:denarius,,,3.46,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2176,,nm:ar,nm:rome,nm:denarius,,,3.38,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2177,,nm:ar,nm:rome,nm:denarius,,,3.46,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2178,,nm:ar,nm:rome,nm:denarius,,,3.47,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2179,,nm:ar,nm:rome,nm:denarius,,,3.65,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2180,,nm:ar,nm:narbo,nm:denarius,,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2181,,nm:ar,nm:narbo,nm:denarius,,,3.56,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2182,,nm:ar,nm:narbo,nm:denarius,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2183,,nm:ar,nm:narbo,nm:denarius,,,3.43,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2184,,nm:ar,nm:narbo,nm:denarius,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2185,,nm:ar,nm:narbo,nm:denarius,,,3.23,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2186,,nm:ar,nm:rome,nm:denarius,,,3.54,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2187,,nm:ar,nm:rome,nm:denarius,,,3.37,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2188,,nm:ar,nm:rome,nm:denarius,,,3.63,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2189,,nm:ar,nm:rome,nm:denarius,,,3.57,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2190,,nm:ar,nm:rome,nm:denarius,,,3.55,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2191,,nm:ar,nm:rome,nm:denarius,,,3.31,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2192,,nm:ar,nm:rome,nm:denarius,,,3.57,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2193,,nm:ar,,nm:denarius,,,3.65,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2194,,nm:ar,,nm:denarius,,,3.46,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2195,,nm:ar,,nm:denarius,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2196,,nm:ar,nm:rome,nm:denarius,,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2197,,nm:ar,nm:rome,nm:denarius,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2198,,nm:ar,nm:rome,nm:denarius,,,3.63,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2199,,nm:ar,nm:rome,nm:denarius,,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2200,,nm:ar,nm:rome,nm:denarius,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2201,,nm:ar,nm:rome,nm:denarius,,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2202,,nm:ar,nm:rome,nm:denarius,,,3.55,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2203,,nm:ar,nm:rome,nm:denarius,,,3.65,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2204,,nm:ar,nm:rome,nm:denarius,,,3.55,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2205,,nm:ar,nm:rome,nm:denarius,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2206,,nm:ar,nm:rome,nm:denarius,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2207,,nm:ar,nm:rome,nm:denarius,,,3.39,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2208,,nm:ar,nm:rome,nm:denarius,,,3.65,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2209,,nm:ar,nm:rome,nm:denarius,,,3.54,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2210,,nm:ar,nm:rome,nm:denarius,,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2211,,nm:ar,nm:rome,nm:denarius,,,3.64,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2212,,nm:ar,nm:rome,nm:denarius,,,3.44,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2213,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2214,,nm:ar,nm:rome,nm:denarius,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2215,,nm:ar,nm:rome,nm:denarius,,,3.46,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2216,,nm:ar,nm:rome,nm:denarius,,,3.24,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2217,,nm:ar,nm:rome,nm:denarius,,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2218,,nm:ar,nm:rome,nm:denarius,,,3.485,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2219,,nm:ar,nm:rome,nm:denarius,,,3.38,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2220,,nm:ar,nm:rome,nm:denarius,,,3.38,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2221,,nm:ar,nm:rome,nm:denarius,,,3.46,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2222,,nm:ar,nm:rome,nm:denarius,,,3.51,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2223,,nm:ar,nm:rome,nm:denarius,,,3.51,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2224,,nm:ar,nm:rome,nm:denarius,,,3.36,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2225,,nm:ar,,nm:denarius,,,3.38,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2226,,nm:ar,nm:rome,nm:denarius,,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2227,,nm:ar,nm:rome,nm:denarius,,,3.17,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2228,,nm:ar,nm:rome,nm:denarius,,,3.52,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2229,,nm:ar,nm:rome,nm:denarius,,,3.64,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2230,,nm:ar,nm:rome,nm:denarius,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2231,,nm:ar,,nm:denarius,,,3.64,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2892,,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,Dianakopf,A POST ... S N ALB.. . Opferer vor Stier.,,,,,,,,,,,,,,,,,
afe:2893,,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,NERO CAESAR AVGVSTVS K. r.SALVS sitzt n. l.,NERO CAESAR AVGVSTVS K. r.SALVS sitzt n. l.,,,,,,,,,,,,,,,,,
afe:2894,,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,IMP CAESAR VESPASIANVS AVG K. r.COS V PON MAX Caduceus,IMP CAESAR VESPASIANVS AVG K. r.COS V PON MAX Caduceus,,,,,,,,,,,,,,,,,
afe:2896,,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,"T CAES IMP VESP CENS, Kopf des Titus r.","PONTIF MAXIM, Vespasian sitzend n. r. mit Szepter r. und Zweig l.",,,,,,,,,,,,,,,,,
afe:2897,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2898,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2899,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2900,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2901,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2902,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2903,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2904,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2905,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2906,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2907,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2908,,nm:ar,,nm:drachma,,,,,,,,1,1,"A[ YT KAIC] deltaOMITIANOC CEBACTOC gammaEPM, Kopf n. r. ","ETOYC I delta YpiATOY, 2 Kitharen, dazw. Punkt, oben Eule| Vgl. SNG Aulock 4265.",,,,,,,,,,,,,,,,,
afe:2909,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2910,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2911,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2912,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2913,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
