Coin^^uri,nmo:hasFindspot^^uri,nmo:hasMaterial^^uri**Ma,nmo:hasMint^^uri**Mi,nmo:hasDenomination^^uri**De,nmo:hasMintMark,nmo:hasCountermark,nmo:hasWeight**We,nmo:hasMinDiameter**DMi,nmo:hasMaxDiameter**DMa,nmo:hasDie^^blank**Di,Di__nmo:hasAxis,nmo:hasObverse^^blank**Ob,nmo:hasReverse^^blank**Re,Ob__rdfs:comment,Re__rdfs:comment,Ob__nmo:hasWear**WF,Re__nmo:hasWear**WB,Ob__nmo:hasCorrosion**CF,Re__nmo:hasCorrosion**CB,Ob__nmo:hasLegend,Re__nmo:hasLegend,Ma__hasCertainty^^certainty,Mi__hasCertainty^^certainty,De__hasCertainty^^certainty,We__hasCertainty^^certainty,DMi__hasCertainty^^certainty,DMa__hasCertainty^^certainty,Di__hasCertainty^^certainty,WF__hasCertainty^^certainty,WB__hasCertainty^^certainty,CF__hasCertainty^^certainty,CB__hasCertainty^^certainty
afe:5352,,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5353,,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5354,,nm:ae,nm:rome,nm:sestertius,,,,,,,,1,1,IMP CAESAR TRAIANVS HADRIANVS AVG,PONT MAX...,,,,,,,,,,,,,,,,,
afe:5355,,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5356,,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5357,,nm:ar,nm:alexandreia_egypt,nm:tetradrachm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5358,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5359,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5360,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5361,,nm:ae,,nm:semis,,,26.14,,28.0,,,,,,,,,,,,,,,,,,,,,,,
afe:5362,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5363,gaz:2050030,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5364,,nm:ae,nm:constantinople,,-/-//CONSA,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5365,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5366,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5367,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5368,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5369,,nm:av,,nm:aureus,,,5.71,23.0,23.0,1,12.0,,,,,,,,,,,,,,,,,,,,,
afe:5370,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5371,,nm:av,nm:rome,nm:aureus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5372,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5373,gaz:2049603,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5374,gaz:2049603,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5375,,nm:ar,nm:rome,nm:denarius,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5376,gaz:2049608,nm:ae,nm:rome,nm:sestertius,,,22.7,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5377,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5378,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5379,,nm:ae,nm:siscia,,(* on D)/S//DeltaSISC,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5380,gaz:2050220,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5381,gaz:2050220,nm:ae,nm:rome,nm:dupondius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5382,gaz:2050220,nm:ae,nm:rome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5383,gaz:2050220,nm:ae,nm:thessalonica,,-/A//TES,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5384,,nm:ar,nm:rome,nm:denarius,,,,,,,,1,1,Kopf m. L. n. re.| ANTONINVS PIVS AVG GERM,Fides n. l. zwischen zwei Feldzeichen| P M TR P XVIII COS IIII P P,,,,,,,,,,,,,,,,,
afe:5385,gaz:2050078,nm:av,nm:rome,nm:aureus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5386,,nm:ar,nm:rome,nm:denarius,,,2.82,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5387,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5388,,nm:av,nm:rome,nm:aureus,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5389,,nm:ae,nm:rome,nm:sestertius,,,25.14,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5390,gaz:2049906,nm:ae,nm:rome,nm:as,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5391,gaz:2049906,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5392,gaz:2049906,nm:ar,nm:rome,nm:antoninianus,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5393,gaz:2049906,nm:ar,nm:rome,nm:antoninianus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5394,gaz:2049906,nm:ar,nm:rome,nm:antoninianus,*/-//-,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5395,gaz:2049906,nm:ae,nm:londinium,nm:follis,T/F//PLN,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5396,gaz:2049906,nm:ae,nm:siscia,nm:follis,S/F//GammaSIS*,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5397,gaz:2049906,nm:ae,,nm:follis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5398,gaz:2049906,nm:ae,nm:treveri,nm:follis,-/-//TRPZweig,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5399,gaz:2049906,nm:ae,,nm:follis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5400,gaz:2049906,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5401,gaz:2049906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5402,gaz:2049928,nm:ar,nm:rome,nm:antoninianus,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5403,,nm:ae,nm:rome,nm:sestertius,,,19.64,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5404,gaz:2049900,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5405,gaz:2048880,nm:ae,nm:rome,nm:as,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5406,gaz:2050006,nm:ae,nm:rome,nm:quadrans,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5407,gaz:2049929,nm:ar,nm:rome,nm:denarius,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5408,,nm:ae,nm:rome,nm:dupondius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5409,,nm:ae,nm:rome,nm:as,,,8.36,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5410,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5411,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5412,gaz:2049645,nm:ae,nm:rome,nm:dupondius,,,14.4,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5413,gaz:2049645,nm:ar,nm:lugdunum,nm:double-sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5414,gaz:2049645,nm:ar,nm:lugdunum,nm:double-sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5415,gaz:2049740,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5416,gaz:2049594,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5417,gaz:2049594,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5418,gaz:2049594,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5419,gaz:2049594,nm:ae,nm:siscia,nm:follis,?/-//.SIS.,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5420,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5421,gaz:2049750,nm:ae,,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5422,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5423,,nm:ar,nm:rome,nm:antoninianus,,,4.81,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5424,,nm:ae,nm:ticinum,nm:follis,-/-//ST,,2.83,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5425,,nm:ar,nm:rome,nm:denarius,,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5427,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5428,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5429,,nm:ar,nm:rome,nm:denarius,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5430,gaz:2049721,nm:ae,,nm:follis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5431,,nm:ae,nm:aquileia,,-/Kranz//SMAQS,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5432,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5433,,nm:ae,,nm:follis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5434,,nm:ae,,nm:follis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5435,,nm:ae,,nm:ae2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5436,gaz:2050243,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5437,gaz:2050232,nm:ar,,nm:denarius,,,,,,,,1,1,Brustb. d. Faustina DIVA FAVSTINA| ,weibliche Figur AETERNITAS,,,,,,,,,,,,,,,,,
afe:5438,gaz:2050232,nm:ar,nm:lugdunum,nm:antoninianus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5439,gaz:2050235,nm:ae,nm:rome,nm:as,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5441,gaz:2050236,nm:ae,,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5442,gaz:2050242,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5443,gaz:2050242,nm:ar,nm:rome,nm:antoninianus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5444,gaz:2050007,nm:ae,nm:rome,nm:as,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5445,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5446,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5447,gaz:2050006,nm:ae,nm:lugdunum,nm:as,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5477,gaz:2052804,nm:ar,nm:cyzicus,nm:antoninianus,-/-//(Epsilon) on XXI,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5486,gaz:2052777,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5487,gaz:2052777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:5714,,nm:ar,nm:rome,nm:denarius,,,2.44,18.0,,1,7.0,,,,,,,,,,,,,,,,,,,,,
afe:5715,gaz:2050235,nm:ar,nm:colonia_claudia_ara_agrippinensium,nm:antoninianus,,,,,,1,12.0,,,,,,,,,,,,,,,,,,,,,
afe:6056,,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6410,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6413,gaz:2048597,nm:ar,,nm:antoninianus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6414,,nm:ae,,nm:follis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6416,,nm:ae,,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6417,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6418,,nm:ae,,nm:follis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6419,,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6447,,nm:ae,nm:treveri,nm:follis,-/-//PTR,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6448,,nm:ae,nm:rome,nm:as,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6449,,nm:ae,nm:rome,nm:as,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6450,,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6451,,nm:ar,nm:lugdunum,nm:antoninianus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6453,,nm:ae,nm:rome,nm:dupondius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6454,,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6455,,nm:ae,,nm:as,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6456,,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6457,,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6459,,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6460,,nm:ae,nm:rome,nm:dupondius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6462,,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6463,,nm:av,nm:lugdunum,nm:aureus,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6464,,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6466,,nm:ae,nm:siscia,nm:follis,S/F//CSIS*,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6467,,nm:ar,,nm:tetradrachm,,,,,,,,1,1,Zeuskopf mit Ammonshörnern n. r.,"Reiter n. l., davor vierspeichiges Rad",,,,,,,,,,,,,,,,,
afe:6468,,nm:ar,nm:antiocheia_syria,nm:antoninianus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6470,,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6471,,nm:av,nm:rome; nm:lugdunum,nm:aureus,,,,,,,,,,,,,,,,,,,0.31; 0.69,,,,,,,,,
afe:6472,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6473,,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6474,,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6475,,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6476,,nm:ae,nm:siscia,nm:follis,-/-//€SIS,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6477,,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6478,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6479,,nm:av,,nm:aureus,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,
afe:6480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6481,,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6482,,nm:ar,,nm:antoninianus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6484,,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6485,,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6486,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6487,,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6488,,nm:ae,nm:lugdunum,nm:as,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6489,,nm:ar,,nm:antoninianus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6490,,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6491,,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6492,,nm:ar,nm:cyzicus,nm:tetradrachm,,,,,,,,,,,,,,,,,,,0.83,,,,,,,,,
afe:6493,,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6494,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6496,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6497,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6498,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6499,,nm:av,,nm:aureus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6500,,nm:ar,,nm:antoninianus,,,,,,,,,,,,,,,,,,0.24,,0.59,,,,,,,,
afe:6501,,nm:av,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6502,,nm:ae,,nm:follis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6503,,nm:ae,nm:siscia,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,
afe:6505,,nm:ae,nm:rome,nm:as,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6506,,nm:ae,nm:rome,nm:as,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6507,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6508,,nm:ar,,nm:antoninianus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6509,,nm:ar,nm:rome,nm:antoninianus,(Gamma)/-//-,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6510,,nm:ar,nm:rome,nm:antoninianus,H/-//-,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6511,,nm:ar,nm:siscia,nm:antoninianus,P/-//-,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6512,,nm:ar,nm:rome,nm:antoninianus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6513,,nm:ar,nm:mediolanum,nm:antoninianus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6514,,nm:ar,nm:alexandreia_egypt,nm:antoninianus,-/?//ALE,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6515,,nm:ae,nm:arelate,nm:follis,-/-//PARL,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6516,,nm:ae,nm:nicomedia,nm:follis,-/-//SMNA,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6517,,nm:ae,nm:heracleia_thracica,nm:follis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6518,,nm:ae,nm:treveri,nm:follis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6519,,nm:ae,nm:treveri,nm:follis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6520,,nm:ae,nm:cyzicus,nm:follis,-/-//SMKZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6521,,nm:ae,nm:alexandreia_egypt,nm:follis,-/-//SMAL(Gamma),,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6522,,nm:ae,,nm:follis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6523,,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6524,,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6525,,nm:ar,,nm:antoninianus,,,,,,,,,,,,,,,,,,0.62,,0.75,,,,,,,,
afe:6526,gaz:2044764,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6527,gaz:2044319,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6528,gaz:2044341,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6529,gaz:2044341,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6530,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6531,gaz:2044884,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6532,,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6533,gaz:2044318,nm:ae,,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6534,,nm:ae,,nm:dupondius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6535,,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6536,,nm:ae,nm:cyzicus,nm:follis,-/-//MKV,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6537,,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6538,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6539,gaz:2044332,nm:ae,nm:rome,nm:as,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6540,gaz:2044332,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6541,gaz:2044332,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6542,gaz:2044775,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6543,gaz:2044339,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6544,gaz:2044780,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6545,gaz:2044782,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6546,gaz:2044782,nm:ae,nm:rome,nm:dupondius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6547,gaz:2044782,nm:ae,nm:rome,nm:as,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6548,gaz:2044782,nm:ae,nm:thessalonica,nm:follis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6549,,nm:av,nm:rome; nm:mediolanum,nm:roman_medallion,,,13.45,27.0,27.0,,,,,,,,,,,,,,0.33; 0.67,,,,,,,,,
afe:6550,gaz:2044328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6551,gaz:2044338,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6552,gaz:2044781,nm:ar,nm:rome,nm:antoninianus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6553,gaz:2044781,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6555,gaz:2315108,nm:ae,nm:rome,nm:as,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6556,gaz:2315108,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6557,gaz:2315108,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6558,gaz:2315108,nm:av,nm:rome,nm:aureus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6559,gaz:2044750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6560,gaz:2315108,nm:ae,,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6561,gaz:2044751,nm:ae,nm:siscia,nm:follis,-/-//(Gamma)SIS,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6562,gaz:2315108,nm:ae,,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6563,gaz:2315108,nm:ae,nm:rome,nm:as,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6564,gaz:2315108,nm:ae,nm:lugdunum,nm:follis,-/A//PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6565,,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6566,,nm:ae,nm:commagene,,,Vs.: Kranz,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6567,,nm:ae,nm:rome,nm:dupondius,,TIA_V,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6568,,nm:ae,nm:alexandreia_egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6569,,nm:av,nm:ticinum,nm:aureus,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,
afe:6570,,nm:ae,nm:rome,nm:sestertius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6571,,nm:ae,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,
afe:6572,,nm:av,,nm:stater,,,8.03,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6575,,nm:ar,,nm:antoninianus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6578,,nm:ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6579,gaz:2044769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:6580,,nm:ar,nm:rome,nm:denarius,,,2.75,,,,,1,1,L VERVS AVG ARM PARTH MAX.,TR P VII IMP IIII COS III,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
